_id,champion_id,augment_id,win_rate,pick_rate,sample_size,tier,patch_version,updated_at
81_1038_26.12,81,1038,49.36,4.42,3835,S,26.12,2026-06-29T10:17:34.702Z
81_1041_26.12,81,1041,49.03,0.18,155,A,26.12,2026-06-29T10:17:34.702Z
81_1044_26.12,81,1044,49.28,0.08,69,A,26.12,2026-06-29T10:17:34.702Z
81_1048_26.12,81,1048,47.64,23.64,20501,S,26.12,2026-06-29T10:17:34.702Z
81_1053_26.12,81,1053,54.76,0.24,210,S,26.12,2026-06-29T10:17:34.702Z
81_1056_26.12,81,1056,48.1,0.42,368,A,26.12,2026-06-29T10:17:34.702Z
81_1068_26.12,81,1068,48.22,1.58,1373,A,26.12,2026-06-29T10:17:34.702Z
81_1080_26.12,81,1080,47.3,0.34,296,B,26.12,2026-06-29T10:17:34.702Z
81_1098_26.12,81,1098,47.7,5.57,4834,A,26.12,2026-06-29T10:17:34.702Z
81_1116_26.12,81,1116,48.04,0.32,281,A,26.12,2026-06-29T10:17:34.702Z
81_1133_26.12,81,1133,46.77,18.88,16371,S,26.12,2026-06-29T10:17:34.702Z
81_1134_26.12,81,1134,58.45,11.05,9585,S,26.12,2026-06-29T10:17:34.702Z
81_1138_26.12,81,1138,50.49,0.83,717,S,26.12,2026-06-29T10:17:34.702Z
81_1156_26.12,81,1156,47.23,1.69,1463,A,26.12,2026-06-29T10:17:34.702Z
81_1180_26.12,81,1180,48.98,0.11,98,A,26.12,2026-06-29T10:17:34.702Z
81_1181_26.12,81,1181,48.33,0.21,180,A,26.12,2026-06-29T10:17:34.702Z
81_1195_26.12,81,1195,48.39,11.48,9959,S,26.12,2026-06-29T10:17:34.702Z
81_1206_26.12,81,1206,47.35,5.26,4566,A,26.12,2026-06-29T10:17:34.702Z
81_1237_26.12,81,1237,49.74,1.36,1176,A,26.12,2026-06-29T10:17:34.702Z
81_1238_26.12,81,1238,47.29,2.56,2218,A,26.12,2026-06-29T10:17:34.702Z
81_1243_26.12,81,1243,47.82,0.69,596,A,26.12,2026-06-29T10:17:34.702Z
81_1305_26.12,81,1305,48.26,0.5,431,A,26.12,2026-06-29T10:17:34.702Z
81_1308_26.12,81,1308,49.25,0.31,266,A,26.12,2026-06-29T10:17:34.702Z
81_1329_26.12,81,1329,47.6,0.31,271,B,26.12,2026-06-29T10:17:34.702Z
81_1332_26.12,81,1332,51.04,0.11,96,S,26.12,2026-06-29T10:17:34.702Z
81_1333_26.12,81,1333,49.39,0.47,407,A,26.12,2026-06-29T10:17:34.702Z
81_1347_26.12,81,1347,48.15,0.22,189,A,26.12,2026-06-29T10:17:34.702Z
81_1356_26.12,81,1356,46.15,15.76,13666,S,26.12,2026-06-29T10:17:34.702Z
81_1373_26.12,81,1373,47.71,1.34,1159,A,26.12,2026-06-29T10:17:34.702Z
81_1388_26.12,81,1388,49.41,5.64,4896,S,26.12,2026-06-29T10:17:34.702Z
81_1389_26.12,81,1389,57.48,0.15,127,S,26.12,2026-06-29T10:17:34.702Z
81_1390_26.12,81,1390,46.53,9,7802,S,26.12,2026-06-29T10:17:34.702Z
81_1392_26.12,81,1392,47.37,0.07,57,B,26.12,2026-06-29T10:17:34.702Z
81_1401_26.12,81,1401,47.67,0.35,300,A,26.12,2026-06-29T10:17:34.702Z
81_1402_26.12,81,1402,51.88,0.31,266,S,26.12,2026-06-29T10:17:34.702Z
81_1403_26.12,81,1403,48.46,0.82,712,A,26.12,2026-06-29T10:17:34.702Z
81_1415_26.12,81,1415,46.84,23.48,20364,S,26.12,2026-06-29T10:17:34.702Z
81_1996_26.12,81,1996,51.05,14.15,12275,S,26.12,2026-06-29T10:17:34.702Z
81_2009_26.12,81,2009,45.5,9.09,7884,A,26.12,2026-06-29T10:17:34.702Z
81_2018_26.12,81,2018,48.55,4.03,3491,A,26.12,2026-06-29T10:17:34.702Z
81_2026_26.12,81,2026,53.91,0.13,115,S,26.12,2026-06-29T10:17:34.702Z
81_2055_26.12,81,2055,45.99,5.93,5142,A,26.12,2026-06-29T10:17:34.702Z
81_2072_26.12,81,2072,47.33,4.79,4156,A,26.12,2026-06-29T10:17:34.702Z
81_2082_26.12,81,2082,48.65,0.13,111,A,26.12,2026-06-29T10:17:34.702Z
81_2083_26.12,81,2083,52.91,0.22,189,S,26.12,2026-06-29T10:17:34.702Z
81_2088_26.12,81,2088,47.42,0.11,97,B,26.12,2026-06-29T10:17:34.702Z
81_2095_26.12,81,2095,49.92,0.69,599,A,26.12,2026-06-29T10:17:34.702Z
81_2098_26.12,81,2098,52.61,0.24,211,S,26.12,2026-06-29T10:17:34.702Z
81_2116_26.12,81,2116,48.89,10.43,9048,S,26.12,2026-06-29T10:17:34.702Z
81_2127_26.12,81,2127,48.65,1.24,1075,A,26.12,2026-06-29T10:17:34.702Z
81_2136_26.12,81,2136,46.8,2.76,2391,A,26.12,2026-06-29T10:17:34.702Z
81_2137_26.12,81,2137,51.13,0.15,133,S,26.12,2026-06-29T10:17:34.702Z
81_2139_26.12,81,2139,48.28,0.1,87,A,26.12,2026-06-29T10:17:34.702Z
81_12317_26.12,81,12317,47.71,0.35,306,A,26.12,2026-06-29T10:17:34.702Z
82_1006_26.12,82,1006,50.5,0.2,101,A,26.12,2026-06-29T10:17:34.702Z
82_1020_26.12,82,1020,48.93,13.71,6891,A,26.12,2026-06-29T10:17:34.702Z
82_1028_26.12,82,1028,52.7,2.03,1019,S,26.12,2026-06-29T10:17:34.702Z
82_1029_26.12,82,1029,48.95,9.08,4564,A,26.12,2026-06-29T10:17:34.702Z
82_1034_26.12,82,1034,47.43,0.54,272,B,26.12,2026-06-29T10:17:34.702Z
82_1038_26.12,82,1038,54.29,0.14,70,S,26.12,2026-06-29T10:17:34.702Z
82_1045_26.12,82,1045,50.68,17.17,8626,S,26.12,2026-06-29T10:17:34.702Z
82_1046_26.12,82,1046,50.93,1.07,536,A,26.12,2026-06-29T10:17:34.702Z
82_1053_26.12,82,1053,50.8,0.5,250,A,26.12,2026-06-29T10:17:34.702Z
82_1062_26.12,82,1062,54.25,0.49,247,S,26.12,2026-06-29T10:17:34.702Z
82_1068_26.12,82,1068,49.61,1.78,893,A,26.12,2026-06-29T10:17:34.702Z
82_1097_26.12,82,1097,48.64,9.6,4823,A,26.12,2026-06-29T10:17:34.702Z
82_1098_26.12,82,1098,50.07,2.69,1352,A,26.12,2026-06-29T10:17:34.702Z
82_1103_26.12,82,1103,49.18,2.31,1159,A,26.12,2026-06-29T10:17:34.702Z
82_1105_26.12,82,1105,48.64,0.44,220,B,26.12,2026-06-29T10:17:34.702Z
82_1136_26.12,82,1136,48.27,2.7,1359,B,26.12,2026-06-29T10:17:34.702Z
82_1138_26.12,82,1138,49.69,27.44,13788,S,26.12,2026-06-29T10:17:34.702Z
82_1151_26.12,82,1151,48.63,1.52,765,A,26.12,2026-06-29T10:17:34.702Z
82_1154_26.12,82,1154,48.25,0.28,143,B,26.12,2026-06-29T10:17:34.702Z
82_1156_26.12,82,1156,48.99,4.05,2035,A,26.12,2026-06-29T10:17:34.702Z
82_1181_26.12,82,1181,47.92,12.92,6492,A,26.12,2026-06-29T10:17:34.702Z
82_1195_26.12,82,1195,54.2,0.47,238,S,26.12,2026-06-29T10:17:34.702Z
82_1237_26.12,82,1237,46.67,2.93,1472,B,26.12,2026-06-29T10:17:34.702Z
82_1243_26.12,82,1243,51.59,1,504,A,26.12,2026-06-29T10:17:34.702Z
82_1305_26.12,82,1305,49.68,1.89,950,A,26.12,2026-06-29T10:17:34.702Z
82_1308_26.12,82,1308,49.9,0.97,485,A,26.12,2026-06-29T10:17:34.702Z
82_1318_26.12,82,1318,46.92,2.42,1217,B,26.12,2026-06-29T10:17:34.702Z
82_1319_26.12,82,1319,53.02,0.63,315,S,26.12,2026-06-29T10:17:34.702Z
82_1326_26.12,82,1326,50.59,0.17,85,A,26.12,2026-06-29T10:17:34.702Z
82_1329_26.12,82,1329,50.14,0.69,345,A,26.12,2026-06-29T10:17:34.702Z
82_1331_26.12,82,1331,49.12,0.23,114,A,26.12,2026-06-29T10:17:34.702Z
82_1332_26.12,82,1332,48.9,6.8,3415,A,26.12,2026-06-29T10:17:34.702Z
82_1333_26.12,82,1333,49.08,1.74,872,A,26.12,2026-06-29T10:17:34.702Z
82_1337_26.12,82,1337,53.8,0.37,184,S,26.12,2026-06-29T10:17:34.702Z
82_1344_26.12,82,1344,48.3,12.13,6093,A,26.12,2026-06-29T10:17:34.702Z
82_1345_26.12,82,1345,51.54,0.45,227,A,26.12,2026-06-29T10:17:34.702Z
82_1361_26.12,82,1361,52.91,7.49,3765,S,26.12,2026-06-29T10:17:34.702Z
82_1373_26.12,82,1373,52.45,1.02,511,S,26.12,2026-06-29T10:17:34.702Z
82_1384_26.12,82,1384,51.56,1.21,609,A,26.12,2026-06-29T10:17:34.702Z
82_1388_26.12,82,1388,52.92,5.62,2823,S,26.12,2026-06-29T10:17:34.702Z
82_1389_26.12,82,1389,59.3,0.17,86,S,26.12,2026-06-29T10:17:34.702Z
82_1390_26.12,82,1390,51.44,14.22,7146,S,26.12,2026-06-29T10:17:34.702Z
82_1402_26.12,82,1402,48.96,0.38,192,A,26.12,2026-06-29T10:17:34.702Z
82_1403_26.12,82,1403,49.08,1.41,707,A,26.12,2026-06-29T10:17:34.702Z
82_1404_26.12,82,1404,46.78,0.83,419,B,26.12,2026-06-29T10:17:34.702Z
82_1415_26.12,82,1415,48.56,0.76,383,B,26.12,2026-06-29T10:17:34.702Z
82_1416_26.12,82,1416,50,0.86,432,A,26.12,2026-06-29T10:17:34.702Z
82_2006_26.12,82,2006,50.07,1.42,713,A,26.12,2026-06-29T10:17:34.702Z
82_2026_26.12,82,2026,54.15,0.65,325,S,26.12,2026-06-29T10:17:34.702Z
82_2077_26.12,82,2077,48.2,8.99,4519,A,26.12,2026-06-29T10:17:34.702Z
82_2088_26.12,82,2088,51.18,0.84,424,A,26.12,2026-06-29T10:17:34.702Z
82_2089_26.12,82,2089,51.35,0.29,148,A,26.12,2026-06-29T10:17:34.702Z
82_2091_26.12,82,2091,49.69,0.32,163,A,26.12,2026-06-29T10:17:34.702Z
82_2095_26.12,82,2095,51.62,0.86,432,A,26.12,2026-06-29T10:17:34.702Z
82_2102_26.12,82,2102,51.21,13.74,6903,S,26.12,2026-06-29T10:17:34.702Z
82_2107_26.12,82,2107,56.33,0.46,229,S,26.12,2026-06-29T10:17:34.702Z
82_2116_26.12,82,2116,48.51,7.15,3591,A,26.12,2026-06-29T10:17:34.702Z
82_2127_26.12,82,2127,51.36,2.71,1361,A,26.12,2026-06-29T10:17:34.702Z
82_2128_26.12,82,2128,50.24,2.44,1226,A,26.12,2026-06-29T10:17:34.702Z
82_2132_26.12,82,2132,49.74,33.31,16740,S,26.12,2026-06-29T10:17:34.702Z
83_1001_26.12,83,1001,42.01,11.61,1947,A,26.12,2026-06-29T10:17:34.702Z
83_1004_26.12,83,1004,45.49,1.39,233,A,26.12,2026-06-29T10:17:34.702Z
83_1007_26.12,83,1007,43.03,11.99,2010,A,26.12,2026-06-29T10:17:34.702Z
83_1011_26.12,83,1011,46.09,0.76,128,A,26.12,2026-06-29T10:17:34.702Z
83_1020_26.12,83,1020,46.67,21.21,3555,S,26.12,2026-06-29T10:17:34.702Z
83_1028_26.12,83,1028,42,1.19,200,C,26.12,2026-06-29T10:17:34.702Z
83_1029_26.12,83,1029,46.51,20.16,3380,S,26.12,2026-06-29T10:17:34.702Z
83_1036_26.12,83,1036,47.42,1.27,213,A,26.12,2026-06-29T10:17:34.702Z
83_1038_26.12,83,1038,48.78,0.49,82,A,26.12,2026-06-29T10:17:34.702Z
83_1044_26.12,83,1044,51.43,0.84,140,S,26.12,2026-06-29T10:17:34.702Z
83_1045_26.12,83,1045,48.51,0.8,134,A,26.12,2026-06-29T10:17:34.702Z
83_1053_26.12,83,1053,52.58,0.58,97,S,26.12,2026-06-29T10:17:34.702Z
83_1057_26.12,83,1057,51.64,0.73,122,S,26.12,2026-06-29T10:17:34.702Z
83_1058_26.12,83,1058,44.52,10.28,1723,A,26.12,2026-06-29T10:17:34.702Z
83_1060_26.12,83,1060,44.35,1.48,248,B,26.12,2026-06-29T10:17:34.702Z
83_1061_26.12,83,1061,44.98,4.93,827,A,26.12,2026-06-29T10:17:34.702Z
83_1062_26.12,83,1062,50,0.8,134,S,26.12,2026-06-29T10:17:34.702Z
83_1068_26.12,83,1068,45.36,1.8,302,A,26.12,2026-06-29T10:17:34.702Z
83_1072_26.12,83,1072,45.83,0.86,144,A,26.12,2026-06-29T10:17:34.702Z
83_1079_26.12,83,1079,50,0.33,56,S,26.12,2026-06-29T10:17:34.702Z
83_1098_26.12,83,1098,44.91,4.45,746,A,26.12,2026-06-29T10:17:34.702Z
83_1105_26.12,83,1105,43.21,0.48,81,C,26.12,2026-06-29T10:17:34.702Z
83_1112_26.12,83,1112,43.48,0.82,138,B,26.12,2026-06-29T10:17:34.702Z
83_1138_26.12,83,1138,43.44,16.04,2689,S,26.12,2026-06-29T10:17:34.702Z
83_1154_26.12,83,1154,46.48,0.42,71,A,26.12,2026-06-29T10:17:34.702Z
83_1170_26.12,83,1170,48.31,0.7,118,A,26.12,2026-06-29T10:17:34.702Z
83_1181_26.12,83,1181,46.92,25.01,4192,S,26.12,2026-06-29T10:17:34.702Z
83_1194_26.12,83,1194,43.68,5.29,886,A,26.12,2026-06-29T10:17:34.702Z
83_1225_26.12,83,1225,43.88,1.66,278,B,26.12,2026-06-29T10:17:34.702Z
83_1237_26.12,83,1237,42.65,2.07,347,B,26.12,2026-06-29T10:17:34.702Z
83_1238_26.12,83,1238,45.76,3.87,649,A,26.12,2026-06-29T10:17:34.702Z
83_1305_26.12,83,1305,43.72,1.47,247,B,26.12,2026-06-29T10:17:34.702Z
83_1319_26.12,83,1319,44.05,0.5,84,B,26.12,2026-06-29T10:17:34.702Z
83_1329_26.12,83,1329,47.95,0.87,146,A,26.12,2026-06-29T10:17:34.702Z
83_1333_26.12,83,1333,53.7,1.53,257,S,26.12,2026-06-29T10:17:34.702Z
83_1353_26.12,83,1353,47.95,2.62,440,A,26.12,2026-06-29T10:17:34.702Z
83_1361_26.12,83,1361,50.04,8.02,1345,S,26.12,2026-06-29T10:17:34.702Z
83_1373_26.12,83,1373,46.99,1.49,249,A,26.12,2026-06-29T10:17:34.702Z
83_1384_26.12,83,1384,45.53,1.53,257,A,26.12,2026-06-29T10:17:34.702Z
83_1386_26.12,83,1386,43.14,0.3,51,C,26.12,2026-06-29T10:17:34.702Z
83_1388_26.12,83,1388,47.94,6.79,1139,S,26.12,2026-06-29T10:17:34.702Z
83_1389_26.12,83,1389,51.67,0.36,60,S,26.12,2026-06-29T10:17:34.702Z
83_1403_26.12,83,1403,48.93,1.67,280,S,26.12,2026-06-29T10:17:34.702Z
83_2005_26.12,83,2005,44.63,3.17,531,A,26.12,2026-06-29T10:17:34.702Z
83_2018_26.12,83,2018,43.25,1.72,289,B,26.12,2026-06-29T10:17:34.702Z
83_2026_26.12,83,2026,44.89,3.27,548,A,26.12,2026-06-29T10:17:34.702Z
83_2034_26.12,83,2034,46.27,1.2,201,A,26.12,2026-06-29T10:17:34.702Z
83_2043_26.12,83,2043,44.44,4.3,720,A,26.12,2026-06-29T10:17:34.702Z
83_2073_26.12,83,2073,44.39,3.67,615,A,26.12,2026-06-29T10:17:34.702Z
83_2082_26.12,83,2082,45.42,8.47,1420,A,26.12,2026-06-29T10:17:34.702Z
83_2088_26.12,83,2088,44.44,0.75,126,B,26.12,2026-06-29T10:17:34.702Z
83_2091_26.12,83,2091,44.48,4.32,724,A,26.12,2026-06-29T10:17:34.702Z
83_2095_26.12,83,2095,51.74,1.03,172,S,26.12,2026-06-29T10:17:34.702Z
83_2098_26.12,83,2098,46.03,7.13,1195,A,26.12,2026-06-29T10:17:34.702Z
83_2102_26.12,83,2102,46.59,12.34,2069,S,26.12,2026-06-29T10:17:34.702Z
83_2107_26.12,83,2107,43.12,6.38,1069,A,26.12,2026-06-29T10:17:34.702Z
83_2115_26.12,83,2115,44.1,1.92,322,B,26.12,2026-06-29T10:17:34.702Z
83_2127_26.12,83,2127,47.76,2,335,A,26.12,2026-06-29T10:17:34.702Z
83_2132_26.12,83,2132,46.97,1.18,198,A,26.12,2026-06-29T10:17:34.702Z
83_2137_26.12,83,2137,44.52,4.46,748,A,26.12,2026-06-29T10:17:34.702Z
84_1011_26.12,84,1011,42.73,5.37,1706,A,26.12,2026-06-29T10:17:34.702Z
84_1019_26.12,84,1019,41.42,16.37,5200,A,26.12,2026-06-29T10:17:34.702Z
84_1020_26.12,84,1020,48.9,1,319,S,26.12,2026-06-29T10:17:34.702Z
84_1027_26.12,84,1027,43.36,6.92,2200,A,26.12,2026-06-29T10:17:34.702Z
84_1028_26.12,84,1028,42.46,0.79,252,B,26.12,2026-06-29T10:17:34.702Z
84_1029_26.12,84,1029,44.48,1.11,353,A,26.12,2026-06-29T10:17:34.702Z
84_1030_26.12,84,1030,46.52,0.72,230,S,26.12,2026-06-29T10:17:34.702Z
84_1038_26.12,84,1038,45.39,0.96,304,A,26.12,2026-06-29T10:17:34.702Z
84_1045_26.12,84,1045,44.66,0.32,103,A,26.12,2026-06-29T10:17:34.702Z
84_1046_26.12,84,1046,42.38,1.69,538,B,26.12,2026-06-29T10:17:34.702Z
84_1053_26.12,84,1053,44.65,0.5,159,A,26.12,2026-06-29T10:17:34.702Z
84_1061_26.12,84,1061,50,0.28,88,S,26.12,2026-06-29T10:17:34.702Z
84_1062_26.12,84,1062,46.5,0.63,200,S,26.12,2026-06-29T10:17:34.702Z
84_1063_26.12,84,1063,43.29,8.14,2587,A,26.12,2026-06-29T10:17:34.702Z
84_1068_26.12,84,1068,44.71,2.2,700,A,26.12,2026-06-29T10:17:34.702Z
84_1072_26.12,84,1072,43.99,0.99,316,A,26.12,2026-06-29T10:17:34.702Z
84_1073_26.12,84,1073,43.33,18.93,6015,S,26.12,2026-06-29T10:17:34.702Z
84_1084_26.12,84,1084,40.66,27.14,8622,S,26.12,2026-06-29T10:17:34.702Z
84_1088_26.12,84,1088,42.78,5.62,1786,A,26.12,2026-06-29T10:17:34.702Z
84_1097_26.12,84,1097,41.94,1.52,484,B,26.12,2026-06-29T10:17:34.702Z
84_1098_26.12,84,1098,45.65,0.43,138,A,26.12,2026-06-29T10:17:34.702Z
84_1105_26.12,84,1105,42.45,0.67,212,B,26.12,2026-06-29T10:17:34.702Z
84_1138_26.12,84,1138,43.16,19.74,6272,S,26.12,2026-06-29T10:17:34.702Z
84_1154_26.12,84,1154,43.23,0.49,155,B,26.12,2026-06-29T10:17:34.702Z
84_1156_26.12,84,1156,49.32,0.7,221,S,26.12,2026-06-29T10:17:34.702Z
84_1180_26.12,84,1180,43.68,1.42,451,A,26.12,2026-06-29T10:17:34.702Z
84_1181_26.12,84,1181,43.23,0.6,192,B,26.12,2026-06-29T10:17:34.702Z
84_1195_26.12,84,1195,49.8,0.8,253,S,26.12,2026-06-29T10:17:34.702Z
84_1205_26.12,84,1205,44.46,2.33,740,A,26.12,2026-06-29T10:17:34.702Z
84_1237_26.12,84,1237,45.85,2.39,759,S,26.12,2026-06-29T10:17:34.702Z
84_1238_26.12,84,1238,43.76,5.45,1730,A,26.12,2026-06-29T10:17:34.702Z
84_1308_26.12,84,1308,48.21,1.14,363,S,26.12,2026-06-29T10:17:34.702Z
84_1315_26.12,84,1315,44.42,1.47,466,A,26.12,2026-06-29T10:17:34.702Z
84_1320_26.12,84,1320,42.29,1.51,480,B,26.12,2026-06-29T10:17:34.703Z
84_1325_26.12,84,1325,56.36,0.17,55,S,26.12,2026-06-29T10:17:34.703Z
84_1329_26.12,84,1329,47.28,0.93,294,S,26.12,2026-06-29T10:17:34.703Z
84_1333_26.12,84,1333,42.86,1.61,511,B,26.12,2026-06-29T10:17:34.703Z
84_1335_26.12,84,1335,53.7,0.34,108,S,26.12,2026-06-29T10:17:34.703Z
84_1344_26.12,84,1344,45.07,16.02,5088,S,26.12,2026-06-29T10:17:34.703Z
84_1345_26.12,84,1345,42.88,7.01,2227,A,26.12,2026-06-29T10:17:34.703Z
84_1361_26.12,84,1361,50.72,0.22,69,S,26.12,2026-06-29T10:17:34.703Z
84_1384_26.12,84,1384,47.11,2.4,762,S,26.12,2026-06-29T10:17:34.703Z
84_1389_26.12,84,1389,49.02,0.16,51,S,26.12,2026-06-29T10:17:34.703Z
84_1401_26.12,84,1401,45.11,1.16,368,A,26.12,2026-06-29T10:17:34.703Z
84_1404_26.12,84,1404,44.25,0.9,287,A,26.12,2026-06-29T10:17:34.703Z
84_1415_26.12,84,1415,44.12,0.96,306,A,26.12,2026-06-29T10:17:34.703Z
84_1420_26.12,84,1420,47.39,0.84,268,S,26.12,2026-06-29T10:17:34.703Z
84_2026_26.12,84,2026,42.21,5.35,1701,B,26.12,2026-06-29T10:17:34.703Z
84_2034_26.12,84,2034,44.1,1.41,449,A,26.12,2026-06-29T10:17:34.703Z
84_2073_26.12,84,2073,44.3,2.46,781,A,26.12,2026-06-29T10:17:34.703Z
84_2082_26.12,84,2082,49.15,0.56,177,S,26.12,2026-06-29T10:17:34.703Z
84_2083_26.12,84,2083,45.85,7.35,2336,S,26.12,2026-06-29T10:17:34.703Z
84_2087_26.12,84,2087,44.44,0.45,144,A,26.12,2026-06-29T10:17:34.703Z
84_2088_26.12,84,2088,45.68,1.02,324,A,26.12,2026-06-29T10:17:34.703Z
84_2095_26.12,84,2095,50,0.89,282,S,26.12,2026-06-29T10:17:34.703Z
84_2098_26.12,84,2098,44.88,7.81,2480,S,26.12,2026-06-29T10:17:34.703Z
84_2116_26.12,84,2116,42.82,11.42,3627,A,26.12,2026-06-29T10:17:34.703Z
84_2127_26.12,84,2127,43.67,1.72,545,A,26.12,2026-06-29T10:17:34.703Z
84_2132_26.12,84,2132,44.7,3.8,1208,A,26.12,2026-06-29T10:17:34.703Z
84_2138_26.12,84,2138,42.5,1.66,527,B,26.12,2026-06-29T10:17:34.703Z
85_1013_26.12,85,1013,45.16,0.23,62,B,26.12,2026-06-29T10:17:34.703Z
85_1020_26.12,85,1020,57.86,0.52,140,S,26.12,2026-06-29T10:17:34.703Z
85_1025_26.12,85,1025,47.53,1.21,324,A,26.12,2026-06-29T10:17:34.703Z
85_1026_26.12,85,1026,49.01,0.56,151,A,26.12,2026-06-29T10:17:34.703Z
85_1028_26.12,85,1028,47.14,0.85,227,A,26.12,2026-06-29T10:17:34.703Z
85_1030_26.12,85,1030,46.48,11.79,3156,S,26.12,2026-06-29T10:17:34.703Z
85_1034_26.12,85,1034,48.52,0.89,237,A,26.12,2026-06-29T10:17:34.703Z
85_1053_26.12,85,1053,54.72,0.2,53,S,26.12,2026-06-29T10:17:34.703Z
85_1057_26.12,85,1057,52.33,0.32,86,S,26.12,2026-06-29T10:17:34.703Z
85_1062_26.12,85,1062,46.59,0.33,88,A,26.12,2026-06-29T10:17:34.703Z
85_1088_26.12,85,1088,44.4,8.38,2243,A,26.12,2026-06-29T10:17:34.703Z
85_1097_26.12,85,1097,44.67,14.77,3956,S,26.12,2026-06-29T10:17:34.703Z
85_1098_26.12,85,1098,43.61,7.39,1979,A,26.12,2026-06-29T10:17:34.703Z
85_1112_26.12,85,1112,43.48,9.85,2638,A,26.12,2026-06-29T10:17:34.703Z
85_1129_26.12,85,1129,43.26,11.61,3109,A,26.12,2026-06-29T10:17:34.703Z
85_1133_26.12,85,1133,43.76,18.14,4858,S,26.12,2026-06-29T10:17:34.703Z
85_1134_26.12,85,1134,48.56,1.04,278,A,26.12,2026-06-29T10:17:34.703Z
85_1136_26.12,85,1136,45.02,2.89,773,A,26.12,2026-06-29T10:17:34.703Z
85_1138_26.12,85,1138,46.84,0.71,190,A,26.12,2026-06-29T10:17:34.703Z
85_1156_26.12,85,1156,50.19,7.02,1881,S,26.12,2026-06-29T10:17:34.703Z
85_1180_26.12,85,1180,47.48,10.39,2782,S,26.12,2026-06-29T10:17:34.703Z
85_1194_26.12,85,1194,44.08,7.95,2128,A,26.12,2026-06-29T10:17:34.703Z
85_1195_26.12,85,1195,46.87,9.77,2616,S,26.12,2026-06-29T10:17:34.703Z
85_1205_26.12,85,1205,47.08,1.15,308,A,26.12,2026-06-29T10:17:34.703Z
85_1211_26.12,85,1211,43.54,20.33,5445,S,26.12,2026-06-29T10:17:34.703Z
85_1237_26.12,85,1237,49.22,1.68,451,S,26.12,2026-06-29T10:17:34.703Z
85_1238_26.12,85,1238,45.99,3.63,972,A,26.12,2026-06-29T10:17:34.703Z
85_1243_26.12,85,1243,44.16,0.74,197,B,26.12,2026-06-29T10:17:34.703Z
85_1301_26.12,85,1301,46.08,1.14,306,A,26.12,2026-06-29T10:17:34.703Z
85_1305_26.12,85,1305,45.92,1.37,368,A,26.12,2026-06-29T10:17:34.703Z
85_1308_26.12,85,1308,45.63,0.94,252,A,26.12,2026-06-29T10:17:34.703Z
85_1318_26.12,85,1318,45.59,19.2,5141,S,26.12,2026-06-29T10:17:34.703Z
85_1323_26.12,85,1323,44.14,6.18,1654,A,26.12,2026-06-29T10:17:34.703Z
85_1325_26.12,85,1325,45.25,1.14,305,A,26.12,2026-06-29T10:17:34.703Z
85_1333_26.12,85,1333,52.17,0.94,253,S,26.12,2026-06-29T10:17:34.703Z
85_1347_26.12,85,1347,55,0.3,80,S,26.12,2026-06-29T10:17:34.703Z
85_1349_26.12,85,1349,43.66,4.71,1262,B,26.12,2026-06-29T10:17:34.703Z
85_1353_26.12,85,1353,52.94,0.32,85,S,26.12,2026-06-29T10:17:34.703Z
85_1358_26.12,85,1358,45.27,1.3,349,A,26.12,2026-06-29T10:17:34.703Z
85_1384_26.12,85,1384,45.52,1.62,435,A,26.12,2026-06-29T10:17:34.703Z
85_1386_26.12,85,1386,48.75,0.3,80,A,26.12,2026-06-29T10:17:34.703Z
85_1388_26.12,85,1388,45.78,4.42,1184,A,26.12,2026-06-29T10:17:34.703Z
85_1390_26.12,85,1390,45.94,18.54,4965,S,26.12,2026-06-29T10:17:34.703Z
85_1402_26.12,85,1402,43.86,0.21,57,B,26.12,2026-06-29T10:17:34.703Z
85_1404_26.12,85,1404,45.73,0.74,199,A,26.12,2026-06-29T10:17:34.703Z
85_1415_26.12,85,1415,44.55,13.49,3612,S,26.12,2026-06-29T10:17:34.703Z
85_1420_26.12,85,1420,50,0.55,148,S,26.12,2026-06-29T10:17:34.703Z
85_2006_26.12,85,2006,44.9,0.37,98,B,26.12,2026-06-29T10:17:34.703Z
85_2018_26.12,85,2018,44.94,3.54,948,A,26.12,2026-06-29T10:17:34.703Z
85_2042_26.12,85,2042,48.15,0.6,162,A,26.12,2026-06-29T10:17:34.703Z
85_2043_26.12,85,2043,46.67,0.22,60,A,26.12,2026-06-29T10:17:34.703Z
85_2072_26.12,85,2072,43.46,3.08,826,B,26.12,2026-06-29T10:17:34.703Z
85_2083_26.12,85,2083,46.96,4.91,1316,A,26.12,2026-06-29T10:17:34.703Z
85_2087_26.12,85,2087,43.41,3.48,933,B,26.12,2026-06-29T10:17:34.703Z
85_2095_26.12,85,2095,44.88,0.47,127,B,26.12,2026-06-29T10:17:34.703Z
85_2119_26.12,85,2119,48.53,0.25,68,A,26.12,2026-06-29T10:17:34.703Z
85_2123_26.12,85,2123,43.76,1.65,441,B,26.12,2026-06-29T10:17:34.703Z
85_2132_26.12,85,2132,45.76,18.73,5015,S,26.12,2026-06-29T10:17:34.703Z
85_2137_26.12,85,2137,47.25,4.48,1200,A,26.12,2026-06-29T10:17:34.703Z
85_12317_26.12,85,12317,47.47,0.37,99,A,26.12,2026-06-29T10:17:34.703Z
86_1002_26.12,86,1002,46.95,1.16,524,A,26.12,2026-06-29T10:17:34.703Z
